current_state,region,division,year,population,same_house,same_state,from_different_state_Total,abroad_Total,from,from_region,from_division,number_of_people
Iowa,Midwest,West North Central,2015,3081446,2598298,386465,85937,10746,Idaho,West,Mountain,665
Kansas,Midwest,West North Central,2015,2875640,2405677,360715,91340,17908,Idaho,West,Mountain,76
Kentucky,South,East South Central,2015,4373403,3706705,543811,106918,15969,Idaho,West,Mountain,0
Louisiana,South,West South Central,2015,4612024,4007364,496223,93321,15116,Idaho,West,Mountain,60
Maine,Northeast,New England,2015,1317444,1127394,156271,30123,3656,Idaho,West,Mountain,89
Maryland,South,South Atlantic,2015,5934005,5076791,638788,168894,49532,Idaho,West,Mountain,0
Massachusetts,Northeast,New England,2015,6725678,5893936,634359,132642,64741,Idaho,West,Mountain,422
Michigan,Midwest,East North Central,2015,9811416,8394658,1229302,142639,44817,Idaho,West,Mountain,725
Minnesota,Midwest,West North Central,2015,5419822,4618325,661383,108476,31638,Idaho,West,Mountain,486
Mississippi,South,East South Central,2015,2959289,2554660,327854,69351,7424,Idaho,West,Mountain,262
Missouri,Midwest,West North Central,2015,6015580,5056661,777061,159152,22706,Idaho,West,Mountain,915
Montana,West,Mountain,2015,1019646,855861,118200,42760,2825,Idaho,West,Mountain,5182
Nebraska,Midwest,West North Central,2015,1869217,1570592,236217,52950,9458,Idaho,West,Mountain,299
Nevada,West,Mountain,2015,2859489,2291842,413831,135999,17817,Idaho,West,Mountain,2514
New Hampshire,Northeast,New England,2015,1318121,1134482,122442,53446,7751,Idaho,West,Mountain,0
New Jersey,Northeast,Middle Atlantic,2015,8854363,7987859,656570,144074,65860,Idaho,West,Mountain,0
New Mexico,West,Mountain,2015,2060441,1767704,228103,55753,8881,Idaho,West,Mountain,611
New York,Northeast,Middle Atlantic,2015,19570171,17506652,1653268,257611,152640,Idaho,West,Mountain,0
North Carolina,South,South Atlantic,2015,9927547,8376304,1194157,310612,46474,Idaho,West,Mountain,729
North Dakota,Midwest,West North Central,2015,745291,608377,90498,42618,3798,Idaho,West,Mountain,205
Ohio,Midwest,East North Central,2015,11482142,9719944,1508889,203475,49834,Idaho,West,Mountain,0
Oklahoma,South,West South Central,2015,3864908,3202689,532976,110878,18365,Idaho,West,Mountain,317
Oregon,West,Pacific,2015,3985712,3277453,544776,141162,22321,Idaho,West,Mountain,6377
Pennsylvania,Northeast,Middle Atlantic,2015,12662192,11109753,1258572,232683,61184,Idaho,West,Mountain,879
Rhode Island,Northeast,New England,2015,1045062,901338,97722,38344,7658,Idaho,West,Mountain,244
South Carolina,South,South Atlantic,2015,4839984,4106166,543488,170366,19964,Idaho,West,Mountain,285
South Dakota,Midwest,West North Central,2015,848285,702122,116343,26962,2858,Idaho,West,Mountain,92
Tennessee,South,East South Central,2015,6522259,5535963,766524,195923,23849,Idaho,West,Mountain,354
Texas,South,West South Central,2015,27092848,22723345,3594282,553032,222189,Idaho,West,Mountain,995
Utah,West,Mountain,2015,2947423,2435722,390649,97361,23691,Idaho,West,Mountain,6413
Vermont,Northeast,New England,2015,619952,532319,62067,21232,4334,Idaho,West,Mountain,79
Virginia,South,South Atlantic,2015,8283737,6952362,983569,277715,70091,Idaho,West,Mountain,272
Washington,West,Pacific,2015,7089143,5778806,1017221,230907,62209,Idaho,West,Mountain,10311
West Virginia,South,South Atlantic,2015,1823753,1610407,167631,42078,3637,Idaho,West,Mountain,45
Wisconsin,Midwest,East North Central,2015,5708201,4891636,690306,106511,19748,Idaho,West,Mountain,302
Wyoming,West,Mountain,2015,579102,474927,65384,35947,2844,Idaho,West,Mountain,1414
Puerto Rico,Puerto Rico,Puerto Rico,2015,3443445,3193423,219833,24762,5427,Idaho,West,Mountain,0
Alabama,South,East South Central,2016,4810126,4141850,529994,122220,16062,Idaho,West,Mountain,212
Alaska,West,Pacific,2016,731760,593897,100004,31300,6559,Idaho,West,Mountain,361
Arizona,West,Mountain,2016,6851836,5586753,938077,273257,53749,Idaho,West,Mountain,2775
Arkansas,South,West South Central,2016,2949650,2484705,384811,71083,9051,Idaho,West,Mountain,0
California,West,Pacific,2016,38783436,33594813,4337251,514758,336614,Idaho,West,Mountain,3598
Colorado,West,Mountain,2016,5476928,4466067,754712,223260,32889,Idaho,West,Mountain,1565
Connecticut,Northeast,New England,2016,3541758,3116440,323316,75586,26416,Idaho,West,Mountain,0
Delaware,South,South Atlantic,2016,942073,817779,85147,33400,5747,Idaho,West,Mountain,30
District of Columbia,South,South Atlantic,2016,672022,538547,64166,58154,11155,Idaho,West,Mountain,0
Florida,South,South Atlantic,2016,20401575,17176492,2387227,605018,232838,Idaho,West,Mountain,885
Georgia,South,South Atlantic,2016,10179860,8514847,1290632,305040,69341,Idaho,West,Mountain,935
Hawaii,West,Pacific,2016,1410258,1217704,117894,57229,17431,Idaho,West,Mountain,94
Idaho,West,Mountain,2016,1663756,1369449,214222,71556,8529,Idaho,West,Mountain,0
Illinois,Midwest,East North Central,2016,12654142,10996695,1387848,203713,65886,Idaho,West,Mountain,724
Indiana,Midwest,East North Central,2016,6554084,5580090,801425,145782,26787,Idaho,West,Mountain,217
Iowa,Midwest,West North Central,2016,3097283,2622577,383520,78263,12923,Idaho,West,Mountain,566
Kansas,Midwest,West North Central,2016,2870529,2394351,369971,88830,17377,Idaho,West,Mountain,97
Kentucky,South,East South Central,2016,4385213,3698797,553718,113238,19460,Idaho,West,Mountain,0
Louisiana,South,West South Central,2016,4622042,3994321,526380,85371,15970,Idaho,West,Mountain,464
Maine,Northeast,New England,2016,1319292,1146220,129892,38590,4590,Idaho,West,Mountain,13
Maryland,South,South Atlantic,2016,5949566,5140378,606423,158647,44118,Idaho,West,Mountain,108
Massachusetts,Northeast,New England,2016,6745441,5866016,657022,149408,72995,Idaho,West,Mountain,96
Michigan,Midwest,East North Central,2016,9813772,8362412,1240633,155874,54853,Idaho,West,Mountain,2441
Minnesota,Midwest,West North Central,2016,5455904,4669227,645164,111307,30206,Idaho,West,Mountain,407
Mississippi,South,East South Central,2016,2951081,2556013,324577,64639,5852,Idaho,West,Mountain,908
Missouri,Midwest,West North Central,2016,6022165,5078669,758791,162809,21896,Idaho,West,Mountain,535
Montana,West,Mountain,2016,1032794,863174,128300,37775,3545,Idaho,West,Mountain,1744
Nebraska,Midwest,West North Central,2016,1882987,1573126,248118,51448,10295,Idaho,West,Mountain,442
Nevada,West,Mountain,2016,2907243,2400809,374058,117899,14477,Idaho,West,Mountain,1013
New Hampshire,Northeast,New England,2016,1322101,1122068,140603,52457,6973,Idaho,West,Mountain,125
New Jersey,Northeast,Middle Atlantic,2016,8852286,7934689,703637,144359,69601,Idaho,West,Mountain,0
New Mexico,West,Mountain,2016,2057857,1768040,214411,64802,10604,Idaho,West,Mountain,382
New York,Northeast,Middle Atlantic,2016,19526443,17465164,1634487,260723,166069,Idaho,West,Mountain,573
North Carolina,South,South Atlantic,2016,10032407,8460264,1190972,330896,50275,Idaho,West,Mountain,1267
North Dakota,Midwest,West North Central,2016,746271,620891,91010,29655,4715,Idaho,West,Mountain,513
Ohio,Midwest,East North Central,2016,11481752,9755589,1482286,195396,48481,Idaho,West,Mountain,31
Oklahoma,South,West South Central,2016,3873232,3225478,530770,102000,14984,Idaho,West,Mountain,595
Oregon,West,Pacific,2016,4052221,3307805,577950,139334,27132,Idaho,West,Mountain,4576
Pennsylvania,Northeast,Middle Atlantic,2016,12645493,11016361,1308271,252060,68801,Idaho,West,Mountain,629
Rhode Island,Northeast,New England,2016,1045691,898574,106725,32800,7592,Idaho,West,Mountain,0
South Carolina,South,South Atlantic,2016,4903788,4176954,542415,165230,19189,Idaho,West,Mountain,47
South Dakota,Midwest,West North Central,2016,853832,720262,97747,31789,4034,Idaho,West,Mountain,108
Tennessee,South,East South Central,2016,6580953,5644022,742615,170867,23449,Idaho,West,Mountain,219
Texas,South,West South Central,2016,27472626,23105984,3599897,531996,234749,Idaho,West,Mountain,2668
Utah,West,Mountain,2016,3002244,2474308,396018,107083,24835,Idaho,West,Mountain,9520
Vermont,Northeast,New England,2016,619387,535268,60744,21262,2113,Idaho,West,Mountain,0
Virginia,South,South Atlantic,2016,8312297,7008805,961003,264164,78325,Idaho,West,Mountain,148
Washington,West,Pacific,2016,7202119,5924723,958326,257728,61342,Idaho,West,Mountain,11619
West Virginia,South,South Atlantic,2016,1810709,1582818,176953,47196,3742,Idaho,West,Mountain,48
Wisconsin,Midwest,East North Central,2016,5712104,4876817,696530,118814,19943,Idaho,West,Mountain,1400
Wyoming,West,Mountain,2016,577567,472996,75995,26471,2105,Idaho,West,Mountain,1074
Puerto Rico,Puerto Rico,Puerto Rico,2016,3384760,3143116,216969,21196,3479,Idaho,West,Mountain,0
Alabama,South,East South Central,2017,4819343,4158224,535649,111803,13667,Idaho,West,Mountain,118
Alaska,West,Pacific,2017,730874,595804,98168,30199,6703,Idaho,West,Mountain,225
Arizona,West,Mountain,2017,6935358,5717189,911120,261727,45322,Idaho,West,Mountain,3991
Arkansas,South,West South Central,2017,2968395,2509717,370309,79411,8958,Idaho,West,Mountain,582
California,West,Pacific,2017,39085984,34009331,4234770,523131,318752,Idaho,West,Mountain,5626
Colorado,West,Mountain,2017,5542282,4546729,734182,226933,34438,Idaho,West,Mountain,2984
Connecticut,Northeast,New England,2017,3556297,3136666,311726,83325,24580,Idaho,West,Mountain,0
Delaware,South,South Atlantic,2017,952449,830905,78998,38532,4014,Idaho,West,Mountain,0
District of Columbia,South,South Atlantic,2017,684810,554225,64013,56231,10341,Idaho,West,Mountain,161
Florida,South,South Atlantic,2017,20772371,17554348,2402381,566476,249166,Idaho,West,Mountain,1359
Georgia,South,South Atlantic,2017,10299497,8760762,1202587,278889,57259,Idaho,West,Mountain,1825
Hawaii,West,Pacific,2017,1410750,1231340,115683,46457,17270,Idaho,West,Mountain,466
Idaho,West,Mountain,2017,1694182,1405344,210310,71899,6629,Idaho,West,Mountain,0
Illinois,Midwest,East North Central,2017,12659328,11026895,1365922,195092,71419,Idaho,West,Mountain,670
Indiana,Midwest,East North Central,2017,6591598,5633171,792487,142290,23650,Idaho,West,Mountain,39
Iowa,Midwest,West North Central,2017,3106880,2654666,362905,77072,12237,Idaho,West,Mountain,1005
Kansas,Midwest,West North Central,2017,2876925,2413141,366147,86154,11483,Idaho,West,Mountain,54
Kentucky,South,East South Central,2017,4404279,3721100,563721,103985,15473,Idaho,West,Mountain,31
Louisiana,South,West South Central,2017,4629962,4030674,513676,72836,12776,Idaho,West,Mountain,0
Maine,Northeast,New England,2017,1322591,1140136,144186,34252,4017,Idaho,West,Mountain,180
Maryland,South,South Atlantic,2017,5988007,5168350,605885,165654,48118,Idaho,West,Mountain,347
Massachusetts,Northeast,New England,2017,6789798,5888011,677835,146299,77653,Idaho,West,Mountain,732
Michigan,Midwest,East North Central,2017,9851330,8450559,1203536,148787,48448,Idaho,West,Mountain,216
Minnesota,Midwest,West North Central,2017,5510902,4728748,643272,115623,23259,Idaho,West,Mountain,209
Mississippi,South,East South Central,2017,2946971,2553271,313673,73549,6478,Idaho,West,Mountain,0
Missouri,Midwest,West North Central,2017,6039877,5108238,742205,164957,24477,Idaho,West,Mountain,774
Montana,West,Mountain,2017,1039170,883342,116400,35456,3972,Idaho,West,Mountain,1198
Nebraska,Midwest,West North Central,2017,1894217,1586729,243792,52507,11189,Idaho,West,Mountain,675
Nevada,West,Mountain,2017,2963456,2430163,383067,133074,17152,Idaho,West,Mountain,3256
New Hampshire,Northeast,New England,2017,1330742,1134244,137212,52893,6393,Idaho,West,Mountain,0
New Jersey,Northeast,Middle Atlantic,2017,8910191,7968039,710807,152106,79239,Idaho,West,Mountain,321
New Mexico,West,Mountain,2017,2062628,1801560,193225,57255,10588,Idaho,West,Mountain,608
New York,Northeast,Middle Atlantic,2017,19638923,17553033,1655152,285252,145486,Idaho,West,Mountain,1088
North Carolina,South,South Atlantic,2017,10158556,8649400,1139260,313834,56062,Idaho,West,Mountain,97
North Dakota,Midwest,West North Central,2017,744641,609017,92436,37315,5873,Idaho,West,Mountain,858
Ohio,Midwest,East North Central,2017,11520109,9822847,1452745,198929,45588,Idaho,West,Mountain,660
Oklahoma,South,West South Central,2017,3875922,3216306,542724,101961,14931,Idaho,West,Mountain,338
Oregon,West,Pacific,2017,4102048,3405784,520747,149513,26004,Idaho,West,Mountain,4444
Pennsylvania,Northeast,Middle Atlantic,2017,12674642,11072942,1292389,250120,59191,Idaho,West,Mountain,442
Rhode Island,Northeast,New England,2017,1048549,922210,83440,36850,6049,Idaho,West,Mountain,34
South Carolina,South,South Atlantic,2017,4966211,4248517,531315,166573,19806,Idaho,West,Mountain,408
South Dakota,Midwest,West North Central,2017,856726,723740,99781,26106,7099,Idaho,West,Mountain,44
Tennessee,South,East South Central,2017,6642072,5675990,748912,191909,25261,Idaho,West,Mountain,562
Texas,South,West South Central,2017,27924632,23534387,3643333,524511,222401,Idaho,West,Mountain,2536
Utah,West,Mountain,2017,3056193,2532858,398606,99584,25145,Idaho,West,Mountain,6742
Vermont,Northeast,New England,2017,619089,536390,57588,21868,3243,Idaho,West,Mountain,0
Virginia,South,South Atlantic,2017,8372522,7089782,958267,250490,73983,Idaho,West,Mountain,107
Washington,West,Pacific,2017,7318811,6016482,978057,260787,63485,Idaho,West,Mountain,9963
West Virginia,South,South Atlantic,2017,1798306,1589833,165375,40007,3091,Idaho,West,Mountain,119
Wisconsin,Midwest,East North Central,2017,5731549,4908638,687285,112519,23107,Idaho,West,Mountain,260
Wyoming,West,Mountain,2017,573483,481231,71338,18511,2403,Idaho,West,Mountain,600
Puerto Rico,Puerto Rico,Puerto Rico,2017,3313519,3101332,189034,20167,2986,Idaho,West,Mountain,0
Alabama,South,East South Central,2018,4832358,4173026,534914,109301,15117,Idaho,West,Mountain,0
Alaska,West,Pacific,2018,727164,608707,81229,32099,5129,Idaho,West,Mountain,497
Arizona,West,Mountain,2018,7090137,5887700,888452,273714,40271,Idaho,West,Mountain,2733
Arkansas,South,West South Central,2018,2975961,2539294,354774,73179,8714,Idaho,West,Mountain,0
California,West,Pacific,2018,39114889,34232867,4092388,501023,288611,Idaho,West,Mountain,4224
Colorado,West,Mountain,2018,5633029,4626834,728730,239153,38312,Idaho,West,Mountain,1268
Connecticut,Northeast,New England,2018,3538203,3102312,320248,84718,30925,Idaho,West,Mountain,0
Delaware,South,South Atlantic,2018,958770,853523,67984,34451,2812,Idaho,West,Mountain,0
District of Columbia,South,South Atlantic,2018,693798,568201,68603,47555,9439,Idaho,West,Mountain,0
Florida,South,South Atlantic,2018,21092877,17863603,2420485,587261,221528,Idaho,West,Mountain,1594
Georgia,South,South Atlantic,2018,10410462,8909803,1174523,274273,51863,Idaho,West,Mountain,193
Hawaii,West,Pacific,2018,1403653,1211015,125172,54074,13392,Idaho,West,Mountain,1027
Idaho,West,Mountain,2018,1734756,1438727,209540,79765,6724,Idaho,West,Mountain,0
Illinois,Midwest,East North Central,2018,12599244,11029483,1295596,206620,67545,Idaho,West,Mountain,1093
Indiana,Midwest,East North Central,2018,6612948,5614432,821113,145256,32147,Idaho,West,Mountain,887
Iowa,Midwest,West North Central,2018,3119306,2662849,371285,74199,10973,Idaho,West,Mountain,111
Kansas,Midwest,West North Central,2018,2874208,2392841,371025,95748,14594,Idaho,West,Mountain,449
Kentucky,South,East South Central,2018,4414714,3744188,547535,110456,12535,Idaho,West,Mountain,2215
Louisiana,South,West South Central,2018,4603081,4033845,474843,81355,13038,Idaho,West,Mountain,69
Maine,Northeast,New England,2018,1324095,1143612,142453,34706,3324,Idaho,West,Mountain,308
Maryland,South,South Atlantic,2018,5974521,5133916,630955,163216,46434,Idaho,West,Mountain,470
Massachusetts,Northeast,New England,2018,6834364,5970065,653940,144042,66317,Idaho,West,Mountain,44
Michigan,Midwest,East North Central,2018,9891083,8562101,1144840,139276,44866,Idaho,West,Mountain,509
Minnesota,Midwest,West North Central,2018,5543490,4781432,635928,100270,25860,Idaho,West,Mountain,544
Mississippi,South,East South Central,2018,2955717,2582347,297788,68000,7582,Idaho,West,Mountain,0
Missouri,Midwest,West North Central,2018,6053109,5161553,720626,152326,18604,Idaho,West,Mountain,276
Montana,West,Mountain,2018,1051757,891554,113693,43375,3135,Idaho,West,Mountain,2157
Nebraska,Midwest,West North Central,2018,1905843,1602056,239853,54579,9355,Idaho,West,Mountain,19
Nevada,West,Mountain,2018,3003761,2495398,366629,127362,14372,Idaho,West,Mountain,875
New Hampshire,Northeast,New England,2018,1344750,1170412,119936,48367,6035,Idaho,West,Mountain,0
New Jersey,Northeast,Middle Atlantic,2018,8815804,7870909,722620,159846,62429,Idaho,West,Mountain,255
New Mexico,West,Mountain,2018,2072546,1797834,204099,60068,10545,Idaho,West,Mountain,665
New York,Northeast,Middle Atlantic,2018,19329704,17327068,1614505,254447,133684,Idaho,West,Mountain,491
North Carolina,South,South Atlantic,2018,10274540,8723401,1178884,318681,53574,Idaho,West,Mountain,244
North Dakota,Midwest,West North Central,2018,749825,623183,89228,33735,3679,Idaho,West,Mountain,433
Ohio,Midwest,East North Central,2018,11555163,9892715,1426959,198026,37463,Idaho,West,Mountain,334
Oklahoma,South,West South Central,2018,3895983,3226343,548493,106943,14204,Idaho,West,Mountain,216
Oregon,West,Pacific,2018,4152756,3438653,554097,140627,19379,Idaho,West,Mountain,5745
